source,target,x,y,slat,slng,tlat,tlng,label,mid_x,mid_y
1774,2281,-13.81443257,2.569014445,27.99094,120.65242,28.00143,120.63625,-1,27.990803190363362,120.65275680331753
306,741,20.36254437,-19.29964529,27.93177,120.67802,27.95095,120.65688,-1,27.94376377530121,120.6807762915662
54,841,-49.5593936,5.207383366,28.018598,120.620672,28.0171,120.63698,-1,28.013442647701144,120.63344099195398
545,2142,19.46294948,26.01795939,27.96676,120.65937,27.98684,120.71242,-1,27.976299458955218,120.69459687686565
331,1900,-47.72674627,-34.19959469,28.03958,120.62042,28.06605,120.58485,-1,28.06240307891061,120.60650673393843
1103,2508,11.86088854,-25.20795409,27.97694,120.62826,27.96724,120.66561,-1,27.974714922237407,120.64213955798085
439,1230,-38.74932228,6.890331719,28.02332,120.64816,28.02816,120.65689,-1,28.02646435607571,120.64822032843621
1736,2188,-53.27362997,-6.261274975,28.029592,120.6244,28.02031,120.62527,-1,28.02620499278847,120.62795083653852
412,981,39.36932987,-40.83095905,27.91108,120.67813,27.89495,120.67037,-1,27.910377117283947,120.66762170576135
409,914,62.44927415,-5.68643103,27.95855,120.75661,27.93088,120.80284,-1,27.95000695011086,120.78102508758309
872,1969,-8.587173968,-0.118876978,27.98477,120.64882,28.00303,120.63895,-1,27.990803190363362,120.65275680331753
566,2881,15.32490828,43.04084015,28.0085,120.68531,28.00606,120.714808,-1,27.997167498855806,120.6965559652936
1057,2427,-5.533888155,26.55902999,28.00859,120.67718,28.0086,120.6772,-1,28.002290893566702,120.6712867918639
1316,1699,28.94990206,6.458096497,27.97332,120.71019,27.97659,120.67899,-1,27.962562888998033,120.69584413064827
84,1441,-65.3253605,10.96637099,28.01988,120.68913,28.04381,120.65767,-1,28.035213041284393,120.68631727293578
184,382,-17.29115487,22.3278377,28.02537,120.66038,28.01967,120.6623,-1,28.02646435607571,120.64822032843621
1608,2507,-61.35818806,12.57304352,28.0453,120.65749,28.02519,120.66642,-1,28.02646435607571,120.64822032843621
1058,2189,-34.84256027,-7.451972643,28.04752,120.63044,28.01722,120.63141,-1,28.02620499278847,120.62795083653852
332,1020,-0.998964881,53.03636927,28.00341,120.68731,28.00029,120.70357,-1,27.997167498855806,120.6965559652936
305,1812,-34.22240973,16.37162113,28.008511,120.618079,28.01671,120.64947,-1,28.013442647701144,120.63344099195398
1380,2736,5.730577503,28.44191415,28.00675,120.68244,28.008768,120.696683,-1,27.997167498855806,120.6965559652936
2515,2568,-39.45120537,-43.72427539,28.06853,120.60201,28.04901,120.58582,-1,28.055907617021266,120.58436497517738
515,1683,9.099970688,-38.15445956,27.96781,120.62801,27.95708,120.67304,-1,27.974714922237407,120.64213955798085
214,1015,-24.44266917,-13.40521058,28.01125,120.625528,28.02245,120.61239,-1,28.016462121890555,120.61551500621884
422,2809,-17.47028741,30.32524351,28.00525,120.70299,28.022802,120.673347,-1,28.01665533166333,120.68395215130259
271,450,18.28251906,-49.07261339,27.956794,120.567095,27.96474,120.57156,-1,27.963814004726906,120.59917123319326
1007,2279,20.83516144,2.911013849,27.96558,120.68672,27.98388,120.70501,-1,27.98019494043322,120.67445415667837
1081,1262,-3.333227067,8.425110394,27.997963,120.659738,27.98453,120.66027,-1,27.990803190363362,120.65275680331753
684,2021,32.75553167,-46.47639709,27.88258,120.62827,27.92043,120.68424,-1,27.910377117283947,120.66762170576135
1399,2453,-36.27457053,-30.16815902,28.024487,120.608733,28.04644,120.60417,-1,28.032579904438965,120.61508961282372
1455,2602,-36.11157128,-28.60308844,28.03905,120.62757,28.041463,120.586511,-1,28.044052805114628,120.59764638977073
1900,2818,-29.52556912,-48.77543948,28.06605,120.58485,28.04104,120.58846,-1,28.055907617021266,120.58436497517738
84,483,-13.57801908,33.49538878,28.01988,120.68913,28.015482,120.68332,-1,28.01665533166333,120.68395215130259
919,1342,-0.32485836,-0.78760574,28.01517,120.66789,28.00491,120.67627,-1,28.002290893566702,120.6712867918639
2453,2602,-38.54332253,-37.8911131,28.04644,120.60417,28.041463,120.586511,-1,28.044052805114628,120.59764638977073
683,1958,-16.04709288,20.2611869,28.02385,120.654752,28.01842,120.65967,-1,28.02646435607571,120.64822032843621
234,1351,-30.61431334,-12.51656928,28.01828,120.62547,28.04387,120.63355,-1,28.02620499278847,120.62795083653852
623,2793,32.25366267,-6.462116318,27.94373,120.68649,27.96841,120.73048,-1,27.94569042978723,120.70458875957449
868,2010,1.436869115,26.82570548,28.01279,120.66871,27.99742,120.68104,-1,28.002290893566702,120.6712867918639
893,2715,-12.55870403,44.36787401,28.00209,120.66254,27.99435,120.66326,-1,28.002290893566702,120.6712867918639
773,2214,3.682591183,18.61975923,27.989406,120.673557,27.9598,120.68203,-1,27.98019494043322,120.67445415667837
828,2756,10.30745033,18.06186639,27.96168,120.677789,27.98645,120.68772,-1,27.98019494043322,120.67445415667837
794,2228,18.30095445,-31.68752883,27.96834,120.57402,27.94986,120.5872,-1,27.963814004726906,120.59917123319326
403,1851,31.06656363,42.29198157,27.98093,120.71034,27.980051,120.702261,-1,27.997167498855806,120.6965559652936
1354,2092,-49.57705422,-4.460617851,28.01757,120.6318,28.0195,120.63455,-1,28.013442647701144,120.63344099195398
1502,2209,0.424111113,10.18836656,27.991292,120.664871,27.96734,120.67106,-1,27.98019494043322,120.67445415667837
614,2968,-23.28550139,10.91887103,28.0124,120.65063,28.02802,120.6546,-1,28.02646435607571,120.64822032843621
746,2153,27.13534147,-18.60244736,27.94545,120.66986,27.91643,120.68875,-1,27.94376377530121,120.6807762915662
84,1136,-64.92230261,12.77048993,28.01988,120.68913,28.04624,120.66456,-1,28.035213041284393,120.68631727293578
1347,2528,-15.01884611,18.75074262,28.01058,120.65406,28.023744,120.653645,-1,28.02646435607571,120.64822032843621
1380,2232,14.87750885,33.79902162,28.00675,120.68244,27.99607,120.71016,-1,27.997167498855806,120.6965559652936
603,1603,17.57847426,-37.56223637,27.97164,120.62661,27.94403,120.59556,-1,27.963814004726906,120.59917123319326
2089,2444,-2.007857842,21.45395104,27.970224,120.651685,27.99277,120.67775,-1,27.98019494043322,120.67445415667837
468,1312,-8.304714477,-38.67921998,28.02464,120.59155,28.023857,120.581022,-1,28.02754658695652,120.5927625666996
913,2899,-20.23710144,15.07206367,28.01042,120.65885,28.02802,120.65472,-1,28.02646435607571,120.64822032843621
1445,2662,25.66281869,30.15313884,27.99263,120.7145,27.9944,120.7017,-1,27.997167498855806,120.6965559652936
1577,2116,-35.83504984,-39.97627728,28.04175,120.58651,28.04925,120.60197,-1,28.044052805114628,120.59764638977073
1699,2915,12.41571291,17.37461365,27.97659,120.67899,27.98732,120.68157,-1,27.98019494043322,120.67445415667837
1198,2576,-24.26303731,-36.05089611,28.0332,120.591,28.02963,120.5999,-1,28.02754658695652,120.5927625666996
160,720,37.04484003,27.34761472,27.97864,120.71467,27.97976,120.74186,-1,27.9832064862249,120.73087542814596
561,1510,-51.66561119,1.686397201,28.02374,120.641626,28.023269,120.632426,-1,28.02646435607571,120.64822032843621
143,595,-15.19227938,32.36803957,28.04546,120.65895,28.01681,120.67808,-1,28.02646435607571,120.64822032843621
176,2200,-58.29690097,5.453773204,28.02521,120.6105,28.03746,120.65611,-1,28.032579904438965,120.61508961282372
257,2453,-42.0064584,-39.23757673,28.076984,120.602335,28.04644,120.60417,-1,28.06240307891061,120.60650673393843
691,1592,-20.16941288,-52.18726411,28.05782,120.58736,28.04448,120.57033,-1,28.044052805114628,120.59764638977073
2297,2307,2.644784524,-3.951245647,27.92659,120.71116,27.957377,120.682574,-1,27.94376377530121,120.6807762915662
308,2568,-35.38589024,-59.93926866,28.07118,120.58698,28.04901,120.58582,-1,28.055907617021266,120.58436497517738
1680,2418,21.06518433,-8.266459365,27.96413,120.67139,27.93672,120.67951,-1,27.94376377530121,120.6807762915662
47,2124,44.93072348,13.18570573,27.97433,120.75967,28.0048,120.764,-1,27.9832064862249,120.73087542814596
2156,2653,-23.85728422,-37.45578263,28.02454,120.591434,28.03697,120.58917,-1,28.02754658695652,120.5927625666996
668,1804,-15.84105451,-15.4555752,28.0105,120.60976,28.00502,120.61628,-1,28.016462121890555,120.61551500621884
439,2658,-36.0630718,1.817995287,28.02332,120.64816,28.023438,120.62652,-1,28.02646435607571,120.64822032843621
1528,2816,-37.33411688,-0.952589302,28.01484,120.64575,28.04411,120.63996,-1,28.02646435607571,120.64822032843621
403,599,33.34682354,40.20452603,27.98093,120.71034,27.97321,120.72684,-1,27.9832064862249,120.73087542814596
384,2092,-51.39913618,-5.422810326,28.01405,120.63301,28.0195,120.63455,-1,28.013442647701144,120.63344099195398
237,815,-11.08174553,-38.24701055,28.023421,120.592786,28.022225,120.579329,-1,28.02754658695652,120.5927625666996
15,1673,-5.496757484,-0.108386111,27.97664,120.63227,28.00217,120.64577,-1,27.994554579966323,120.63662441498319
748,828,29.53736102,-16.09946997,27.9266,120.711,27.96168,120.677789,-1,27.94376377530121,120.6807762915662
868,1790,-8.12270969,49.02628325,28.01279,120.66871,28.00243,120.67766,-1,28.002290893566702,120.6712867918639
698,2568,-37.26131566,-44.4953649,28.07126,120.60869,28.04901,120.58582,-1,28.055907617021266,120.58436497517738
2682,2715,-2.626198172,10.79632164,27.99605,120.64769,27.99435,120.66326,-1,28.002290893566702,120.6712867918639
1560,2609,-14.87609944,-27.3962546,28.034241,120.588717,28.01418,120.59753,-1,28.02754658695652,120.5927625666996
365,2127,3.402833321,4.607363491,27.98328,120.65734,27.98869,120.6726,-1,27.98019494043322,120.67445415667837
1851,1895,25.94232563,5.63654749,27.980051,120.702261,27.96905,120.70307,-1,27.976492617449654,120.70585284228184
666,949,-36.65148618,-59.59893193,28.07352,120.58467,28.042263,120.582178,-1,28.055907617021266,120.58436497517738
309,2023,13.88320607,-28.65686359,27.95804,120.59516,27.97172,120.61373,-1,27.963814004726906,120.59917123319326
182,1433,-27.66593688,-16.53160182,28.01939,120.61656,28.015196,120.648057,-1,28.019566281250004,120.62762658333332
1560,1620,-30.22902035,-13.41685843,28.034241,120.588717,28.01578,120.62194,-1,28.027282092592593,120.60642392592591
84,2065,-62.46175668,11.3583043,28.01988,120.68913,28.03893,120.65902,-1,28.035213041284393,120.68631727293578
1015,1689,-29.17837826,4.836134175,28.02245,120.61239,28.02095,120.64389,-1,28.019566281250004,120.62762658333332
273,2316,-33.40178482,-26.92554739,28.02613,120.64691,28.0271,120.60091,-1,28.032579904438965,120.61508961282372
703,1453,-2.971668942,-7.535637006,27.99417,120.59982,27.99832,120.6366,-1,27.994554579966323,120.63662441498319
318,724,-1.181266104,-15.79379718,27.97271,120.64743,27.99279,120.64931,-1,27.990803190363362,120.65275680331753
2180,2373,-1.330442017,2.38595905,27.98333,120.65125,27.99672,120.65264,-1,27.990803190363362,120.65275680331753
394,961,-18.85556991,-38.59117698,28.029211,120.593311,28.06451,120.58223,-1,28.04742324999999,120.59685826666662
981,2021,39.22631078,-40.81597531,27.89495,120.67037,27.92043,120.68424,-1,27.910377117283947,120.66762170576135
876,1510,-36.34513399,-3.118153009,28.01851,120.63892,28.023269,120.632426,-1,28.02646435607571,120.64822032843621
293,1646,-57.06420763,1.797149819,28.02476,120.635142,28.03083,120.63755,-1,28.02646435607571,120.64822032843621
814,2588,-42.07093161,-31.61652564,28.06065,120.61145,28.02213,120.5743,-1,28.044052805114628,120.59764638977073
1351,1398,-37.49833799,-28.00926704,28.04387,120.63355,28.02438,120.60303,-1,28.032579904438965,120.61508961282372
1840,2481,-5.335163066,4.640422077,27.9981,120.6541,27.97265,120.66766,-1,27.990803190363362,120.65275680331753
604,2888,-44.63290288,-28.8017105,28.015777,120.594444,28.05349,120.61286,-1,28.032579904438965,120.61508961282372
1170,1595,-36.63721092,-9.296153782,28.023333,120.636389,28.03104,120.63718,-1,28.02646435607571,120.64822032843621
515,2353,11.97923132,-25.76066541,27.96781,120.62801,27.973777,120.682079,-1,27.974714922237407,120.64213955798085
1709,2765,39.35516971,13.57310004,27.97034,120.76311,27.99898,120.82573,-1,27.999142064102553,120.7773517179487
1767,1840,-6.95890273,4.927035237,27.97914,120.65482,27.9981,120.6541,-1,27.990803190363362,120.65275680331753
609,1796,-57.74264188,3.576923221,28.02096,120.62016,28.04071,120.63988,-1,28.032579904438965,120.61508961282372
477,1120,2.928632928,-4.403013793,27.994763,120.731284,27.979201,120.744915,-1,27.9832064862249,120.73087542814596
868,2444,-0.865416438,23.45701036,28.01279,120.66871,27.99277,120.67775,-1,28.002290893566702,120.6712867918639
98,341,-3.733629734,-12.6994296,27.996306,120.644374,27.98975,120.64468,-1,27.994554579966323,120.63662441498319
868,1322,10.28519099,30.77424525,28.01279,120.66871,28.00798,120.69032,-1,28.01665533166333,120.68395215130259
651,698,-34.88610671,-42.9741084,28.05562,120.60146,28.07126,120.60869,-1,28.06240307891061,120.60650673393843
54,836,-47.49016267,-9.990752803,28.018598,120.620672,28.02242,120.60801,-1,28.016462121890555,120.61551500621884
530,2392,4.859801654,33.35021496,28.001624,120.691201,28.00878,120.68835,-1,27.997167498855806,120.6965559652936
1549,2099,18.36577078,31.02883538,27.98966,120.70619,27.99084,120.68506,-1,27.997167498855806,120.6965559652936
112,1804,-19.26012541,-17.46274885,28.01472,120.61007,28.00502,120.61628,-1,28.016462121890555,120.61551500621884
308,1501,-38.23956706,-44.94792682,28.07118,120.58698,28.05557,120.61784,-1,28.06240307891061,120.60650673393843
48,2225,11.64319316,42.75033438,28.01947,120.67661,28.01963,120.71371,-1,28.01665533166333,120.68395215130259
1360,1448,13.96657139,29.9768252,27.993854,120.698744,27.99567,120.715,-1,27.997167498855806,120.6965559652936
673,1015,-33.77501059,-40.74805592,28.05464,120.60495,28.02245,120.61239,-1,28.032579904438965,120.61508961282372
1273,2151,-37.39276793,-30.40145905,28.02347,120.61544,28.06452,120.61682,-1,28.04742324999999,120.59685826666662
666,2568,-35.35034903,-59.85580567,28.07352,120.58467,28.04901,120.58582,-1,28.055907617021266,120.58436497517738
536,702,30.76398311,25.44718028,27.978638,120.714666,27.94104,120.72061,-1,27.9832064862249,120.73087542814596
1166,1215,0.996464184,-31.49816568,27.95794,120.60138,27.98702,120.60848,-1,27.963814004726906,120.59917123319326
2053,2666,-35.9914801,-9.64724961,28.01003,120.63016,28.04116,120.62863,-1,28.02620499278847,120.62795083653852
2284,2804,-22.1338331,43.77225292,28.02084,120.67866,28.02126,120.68452,-1,28.01665533166333,120.68395215130259
112,1345,-19.03617852,-15.37443963,28.01472,120.61007,28.00711,120.61047,-1,28.016462121890555,120.61551500621884
1398,1736,-49.9958163,-35.68160336,28.02438,120.60303,28.029592,120.6244,-1,28.032579904438965,120.61508961282372
810,2778,-6.046406633,-11.01287697,27.99652,120.629277,27.99859,120.64039,-1,27.994554579966323,120.63662441498319
2266,2294,-34.19605349,7.289925385,28.02675,120.64983,28.017358,120.65303,-1,28.02646435607571,120.64822032843621
1679,2662,28.30115484,46.76353048,27.99338,120.70875,27.9944,120.7017,-1,27.997167498855806,120.6965559652936
1706,2481,32.02977833,-13.71168884,27.9208,120.70586,27.97265,120.66766,-1,27.94376377530121,120.6807762915662
52,409,71.11001729,-9.843984407,27.93816,120.80145,27.95855,120.75661,-1,27.95000695011086,120.78102508758309
2496,2757,53.99740194,-11.53425247,27.94412,120.76969,27.95417,120.82421,-1,27.95000695011086,120.78102508758309
869,963,47.75070233,-0.53800683,27.94864,120.77547,27.93043,120.76147,-1,27.95000695011086,120.78102508758309
14,1506,-52.55657308,20.26498117,28.02496,120.66541,28.02799,120.66168,-1,28.02646435607571,120.64822032843621
448,2575,-28.13507143,-37.25087343,28.024644,120.599644,28.02926,120.59028,-1,28.02754658695652,120.5927625666996
46,1094,-31.61083491,-33.88454885,28.04917,120.61056,28.01845,120.59962,-1,28.032579904438965,120.61508961282372
2149,2261,19.17891233,5.492138307,27.98472,120.69611,27.97054,120.68557,-1,27.98019494043322,120.67445415667837
1682,2643,24.74193358,26.10459011,27.96568,120.73665,27.98611,120.71722,-1,27.9832064862249,120.73087542814596
318,1659,-9.765559284,6.754964799,27.97271,120.64743,28.00263,120.65655,-1,27.990803190363362,120.65275680331753
308,353,-35.13677242,-46.37189473,28.07118,120.58698,28.04744,120.60876,-1,28.06240307891061,120.60650673393843
1839,2780,17.17963446,43.7915668,27.97706,120.75192,28.00116,120.7232,-1,27.9832064862249,120.73087542814596
135,1998,1.137993233,-26.57283777,27.9974,120.622,27.987217,120.623164,-1,27.998799956349213,120.61633086111115
318,487,6.009188278,11.53536901,27.97271,120.64743,27.98776,120.67428,-1,27.98019494043322,120.67445415667837
1105,1774,-32.73265463,30.31032151,28.00791,120.64843,27.99094,120.65242,-1,27.990803190363362,120.65275680331753
893,1342,-4.497184967,17.08871816,28.00209,120.66254,28.00491,120.67627,-1,28.002290893566702,120.6712867918639
284,1683,29.39977753,-21.22257313,27.92764,120.69437,27.95708,120.67304,-1,27.94376377530121,120.6807762915662
673,2292,-34.42731091,-41.40338349,28.05464,120.60495,28.04572,120.58643,-1,28.044052805114628,120.59764638977073
74,318,-29.73751923,32.42914832,28.00263,120.65852,27.97271,120.64743,-1,27.990803190363362,120.65275680331753
522,2076,12.95069459,-34.51498905,27.95536,120.60011,27.99335,120.57729,-1,27.963814004726906,120.59917123319326
332,2750,-3.593772503,55.66229606,28.00341,120.68731,28.00455,120.70115,-1,27.997167498855806,120.6965559652936
213,1432,-19.85038712,-10.71782273,28.01009,120.63564,28.00892,120.62295,-1,28.013442647701144,120.63344099195398
1885,1965,14.27132228,-27.92099158,27.96887,120.61609,27.94943,120.58007,-1,27.963814004726906,120.59917123319326
347,2342,44.94284876,20.57141245,27.98785,120.71681,27.96902,120.74658,-1,27.9832064862249,120.73087542814596
949,1094,-17.90170135,-46.90713652,28.042263,120.582178,28.01845,120.59962,-1,28.02754658695652,120.5927625666996
2048,2085,-29.94453897,-49.77326497,28.07875,120.58356,28.04973,120.58807,-1,28.055907617021266,120.58436497517738
409,1122,47.63015323,2.357825888,27.95855,120.75661,27.9304,120.80754,-1,27.95000695011086,120.78102508758309
332,573,-10.56938621,31.73933792,28.00341,120.68731,28.014374,120.672952,-1,28.002290893566702,120.6712867918639
1230,1958,-37.5617173,7.900321083,28.02816,120.65689,28.01842,120.65967,-1,28.02646435607571,120.64822032843621
414,621,17.52614207,-43.99670796,27.96162,120.59686,27.98848,120.61075,-1,27.963814004726906,120.59917123319326
1470,2901,24.62989561,0.017464937,27.97225,120.68006,27.97339,120.7071,-1,27.962562888998033,120.69584413064827
14,2912,-15.14730791,22.69222193,28.02496,120.66541,28.02671,120.65844,-1,28.02646435607571,120.64822032843621
1302,2765,34.26994529,9.330091923,27.96848,120.78369,27.99898,120.82573,-1,27.982171395833337,120.81685153125
1448,2360,21.56300807,43.27018422,27.99567,120.715,27.97589,120.75072,-1,27.9832064862249,120.73087542814596
1492,1605,-36.22634461,-8.969551947,28.02508,120.63816,28.01353,120.6398,-1,28.02646435607571,120.64822032843621
176,2642,-58.42497652,5.173697371,28.02521,120.6105,28.03965,120.64593,-1,28.032579904438965,120.61508961282372
814,2053,-35.39583385,-5.675330309,28.06065,120.61145,28.01003,120.63016,-1,28.02620499278847,120.62795083653852
331,1388,-29.25902968,3.631280605,28.03958,120.62042,28.01822,120.64711,-1,28.02646435607571,120.64822032843621
490,1698,-3.383959533,-11.28797354,28.00307,120.6298,27.95861,120.665556,-1,27.990803190363362,120.65275680331753
773,2366,-7.084435921,43.33844272,27.989406,120.673557,27.97973,120.67677,-1,27.98019494043322,120.67445415667837
741,2263,-9.786814207,7.131206381,27.95095,120.65688,28.00726,120.65848,-1,27.990803190363362,120.65275680331753
574,752,29.32144673,-16.37372293,27.93368,120.71241,27.9454,120.65697,-1,27.94376377530121,120.6807762915662
836,1596,-30.79194286,-22.66950366,28.02242,120.60801,28.027266,120.655901,-1,28.032579904438965,120.61508961282372
2619,2841,13.10724313,31.13257785,27.992814,120.696225,28.000286,120.70749,-1,27.997167498855806,120.6965559652936
2087,2642,-62.34419588,2.719624844,28.02363,120.66164,28.03965,120.64593,-1,28.02646435607571,120.64822032843621
1141,2734,29.51021518,-41.88880136,27.933084,120.674452,27.90428,120.63587,-1,27.910377117283947,120.66762170576135
1981,2053,-42.4078584,-5.304274955,28.04382,120.61146,28.01003,120.63016,-1,28.02620499278847,120.62795083653852
306,552,4.39990492,-6.224355102,27.93177,120.67802,27.96536,120.74141,-1,27.94569042978723,120.70458875957449
1736,2509,-30.00061546,-20.61667913,28.029592,120.6244,28.02225,120.60442,-1,28.032579904438965,120.61508961282372
211,1094,-9.807224829,-31.66285007,28.01211,120.58988,28.01845,120.59962,-1,28.02754658695652,120.5927625666996
1956,2298,34.28133713,-7.698270618,27.96946,120.72066,27.92952,120.68107,-1,27.94569042978723,120.70458875957449
814,2242,-47.62307832,-45.26447211,28.06065,120.61145,28.094722,120.645,-1,28.06240307891061,120.60650673393843
405,2209,10.20363475,-5.253458939,27.989232,120.680662,27.96734,120.67106,-1,27.98019494043322,120.67445415667837
49,2365,-12.21091,-34.58384944,28.02104,120.58411,28.01894,120.59618,-1,28.02754658695652,120.5927625666996
362,2575,-17.11301927,-24.63342069,28.01738,120.60605,28.02926,120.59028,-1,28.02754658695652,120.5927625666996
585,1025,6.726504771,37.96198831,28.00115,120.70215,27.992,120.69598,-1,27.997167498855806,120.6965559652936
695,958,-20.33380899,-52.03524222,28.054694,120.586916,28.04944,120.58116,-1,28.044052805114628,120.59764638977073
1031,1572,-32.93854807,-37.94658902,28.036972,120.589166,28.02693,120.60664,-1,28.02754658695652,120.5927625666996
522,2023,11.67752449,-37.68791785,27.95536,120.60011,27.97172,120.61373,-1,27.963814004726906,120.59917123319326
896,1110,18.82514242,-12.29881284,27.93874,120.62121,27.946867,120.69923,-1,27.94376377530121,120.6807762915662
204,2399,9.737955282,-36.62687862,27.99015,120.62566,27.951096,120.598666,-1,27.963814004726906,120.59917123319326
1774,1998,1.354876699,-24.53349555,27.99094,120.65242,27.987217,120.623164,-1,27.974714922237407,120.64213955798085
565,615,3.928810097,15.55238948,28.00841,120.66454,27.99109,120.67677,-1,28.002290893566702,120.6712867918639
1685,2085,-38.57673827,-52.6299161,28.08692,120.5856,28.04973,120.58807,-1,28.055907617021266,120.58436497517738
1089,1388,-42.18834311,18.25509004,28.02804,120.57818,28.01822,120.64711,-1,28.026435845454554,120.61261207272723
384,2840,-42.77727978,-4.634220424,28.01405,120.63301,28.04323,120.58656,-1,28.027282092592593,120.60642392592591
1380,1742,6.714411214,27.77901742,28.00675,120.68244,28.010383,120.6909,-1,27.997167498855806,120.6965559652936
1166,1578,17.65755521,-41.83188589,27.95794,120.60138,27.97058,120.5853,-1,27.963814004726906,120.59917123319326
1104,1322,-3.598078995,32.83091561,27.99923,120.67458,28.00798,120.69032,-1,27.997167498855806,120.6965559652936
502,1407,10.42559311,-22.64168203,27.975415,120.651576,27.97235,120.62717,-1,27.974714922237407,120.64213955798085
797,2361,38.38104114,27.03403644,27.97373,120.74409,28.03623,120.76776,-1,27.9832064862249,120.73087542814596
19,2131,6.814687202,4.992152743,27.98443,120.66958,27.97509,120.65593,-1,27.98019494043322,120.67445415667837
11,2119,33.10322491,23.90379207,27.99544,120.72251,27.97513,120.74591,-1,27.9832064862249,120.73087542814596
1187,1855,8.428662096,14.61949517,27.96331,120.66311,27.98606,120.67631,-1,27.98019494043322,120.67445415667837
1596,1958,-35.1938507,6.981949522,28.027266,120.655901,28.01842,120.65967,-1,28.02646435607571,120.64822032843621
1900,2888,-43.13605692,-28.26499601,28.06605,120.58485,28.05349,120.61286,-1,28.06240307891061,120.60650673393843
252,883,31.08588753,35.4322189,27.9874,120.73534,27.99238,120.73064,-1,27.9832064862249,120.73087542814596
539,1089,-34.76115341,10.89714966,28.01516,120.65303,28.02804,120.57818,-1,28.026435845454554,120.61261207272723
1577,2827,-33.03485573,-42.78778035,28.04175,120.58651,28.05657,120.60001,-1,28.044052805114628,120.59764638977073
666,1008,-41.44267316,-45.69812924,28.07352,120.58467,28.06212,120.60705,-1,28.06240307891061,120.60650673393843
1386,2248,22.68429015,9.203456794,27.98557,120.68544,27.97512,120.69186,-1,27.98019494043322,120.67445415667837
1424,1503,-20.1147432,-44.97394221,28.02108,120.60101,28.0363,120.5857,-1,28.02754658695652,120.5927625666996
656,2445,13.66731321,-30.28225021,27.96161,120.59217,27.992515,120.595201,-1,27.963814004726906,120.59917123319326
394,2116,-20.63857604,-39.00337466,28.029211,120.593311,28.04925,120.60197,-1,28.032579904438965,120.61508961282372
164,1108,18.38302167,-8.480260615,27.95724,120.65969,27.924685,120.69711,-1,27.94376377530121,120.6807762915662
1257,1787,18.88990556,-31.06905576,27.97868,120.57877,27.90939,120.56294,-1,27.963814004726906,120.59917123319326
1385,2914,-54.62388443,0.279757814,28.05153,120.62762,28.01922,120.64427,-1,28.02646435607571,120.64822032843621
1123,1603,15.32525319,-29.22683816,27.96552,120.64757,27.94403,120.59556,-1,27.957504975000006,120.62837827500002
2189,2656,-34.53834167,6.435353964,28.01722,120.63141,28.024797,120.649708,-1,28.02620499278847,120.62795083653852
464,2428,11.18013372,-22.92305187,27.9659,120.64111,27.98819,120.6531,-1,27.974714922237407,120.64213955798085
422,780,-6.391613874,55.10212514,28.00525,120.70299,28.01006,120.68043,-1,27.997167498855806,120.6965559652936
2083,2094,8.854321636,-31.24291418,27.95887,120.60962,27.992,120.60987,-1,27.963814004726906,120.59917123319326
15,318,-1.386728295,-16.10482806,27.97664,120.63227,27.97271,120.64743,-1,27.974714922237407,120.64213955798085
178,384,-42.25151721,23.36457686,28.01444,120.65108,28.01405,120.63301,-1,28.013442647701144,120.63344099195398
1136,2433,-19.26794336,30.92802874,28.04624,120.66456,28.02202,120.66394,-1,28.02646435607571,120.64822032843621
968,972,29.51420908,-30.29976886,27.92497,120.69109,27.94366,120.68317,-1,27.94376377530121,120.6807762915662
1787,2150,18.41084582,-31.06793692,27.90939,120.56294,27.99711,120.58895,-1,27.963814004726906,120.59917123319326
1446,2399,16.2381085,-31.13897151,27.98015,120.60519,27.951096,120.598666,-1,27.963814004726906,120.59917123319326
293,2542,-28.83870024,-16.21529623,28.02476,120.635142,28.01903,120.61189,-1,28.019566281250004,120.62762658333332
409,2713,56.38616916,2.455251904,27.95855,120.75661,27.9236,120.82555,-1,27.95000695011086,120.78102508758309
803,1560,-40.46091044,5.645011317,28.02715,120.65114,28.034241,120.588717,-1,28.044052805114628,120.59764638977073
477,1806,42.17634447,15.81959953,27.994763,120.731284,27.971111,120.759166,-1,27.9832064862249,120.73087542814596
763,1911,31.34564878,27.65893979,27.97775,120.74248,27.97773,120.72673,-1,27.9832064862249,120.73087542814596
865,2483,-35.5959483,-37.78061265,28.0464,120.604,28.02455,120.61196,-1,28.032579904438965,120.61508961282372
1159,2847,-27.12358372,-42.82910022,28.02791,120.59925,28.041041,120.588459,-1,28.02754658695652,120.5927625666996
691,2653,-38.10753535,-41.17866961,28.05782,120.58736,28.03697,120.58917,-1,28.044052805114628,120.59764638977073
1651,2300,20.10025939,53.3624487,27.97707,120.74717,27.99832,120.72424,-1,27.9832064862249,120.73087542814596
1900,2513,-34.26626657,-45.00311405,28.06605,120.58485,28.060569,120.603702,-1,28.06240307891061,120.60650673393843
705,1837,-3.080614055,-17.34543729,28.00227,120.63088,27.98603,120.63754,-1,27.994554579966323,120.63662441498319
893,2567,-2.896751932,7.600169273,28.00209,120.66254,27.992138,120.656444,-1,27.990803190363362,120.65275680331753
2300,2793,17.95560139,45.07331668,27.99832,120.72424,27.96841,120.73048,-1,27.9832064862249,120.73087542814596
961,1590,-28.25655898,-53.64454651,28.06451,120.58223,28.02239,120.59436,-1,28.04742324999999,120.59685826666662
